cod_ibge,nome_municipio,n_years,hosp_0_14_total,poison_0_14_total,hosp_pest_0_14_total,poison_pest_0_14_total,pop_0_14_person_years,pop_0_14_mean_annual,pop_0_14_2024,hosp_rate_0_14_per100k_yr,poison_rate_0_14_per100k_yr,hosp_pest_rate_0_14_per100k_yr,poison_pest_rate_0_14_per100k_yr
351670,Garça,11,10,235,0,19,90862,8260,7577,11.01,258.63,0,20.91
350070,Agudos,11,19,31,0,2,89160,8105,7951,21.31,34.77,0,2.24
353710,Pedreira,11,3,50,0,1,88493,8045,7550,3.39,56.5,0,1.13
352100,Iperó,11,11,83,0,2,86235,7840,8025,12.76,96.25,0,2.32
353950,Pitangueiras,11,36,60,1,5,86189,7835,6897,41.77,69.61,1.16,5.8
351740,Guaíra,11,19,66,0,6,86163,7833,7352,22.05,76.6,0,6.96
351440,Dracena,11,29,28,0,1,85922,7811,7752,33.75,32.59,0,1.16
355010,São Manuel,11,6,49,0,1,84989,7726,7071,7.06,57.65,0,1.18
350560,Barrinha,11,26,28,0,0,84009,7637,7285,30.95,33.33,0,0
353350,Novo Horizonte,11,10,39,0,1,83857,7623,7278,11.93,46.51,0,1.19
352520,Jarinu,11,8,101,0,8,83784,7617,8669,9.55,120.55,0,9.55
353430,Orlândia,11,48,3,0,0,83646,7604,6864,57.38,3.59,0,0
352040,Ilhabela,11,25,121,0,8,82978,7543,7305,30.13,145.82,0,9.64
355450,Tietê,11,8,20,0,1,82590,7508,6914,9.69,24.22,0,1.21
354160,Promissão,11,22,97,1,10,82497,7500,6839,26.67,117.58,1.21,12.12
350170,Américo Brasiliense,11,8,88,0,7,82103,7464,6552,9.74,107.18,0,8.53
352270,Itápolis,11,49,66,0,2,81930,7448,7118,59.81,80.56,0,2.44
352410,Ituverava,11,14,41,0,4,80958,7360,6809,17.29,50.64,0,4.94
351930,Ibaté,11,28,17,0,0,80634,7330,6889,34.72,21.08,0,0
355020,São Miguel Arcanjo,11,10,66,0,8,80500,7318,6668,12.42,81.99,0,9.94
350925,Cajati,11,11,47,0,2,80479,7316,6613,13.67,58.4,0,2.49
351518,Espírito Santo do Pinhal,11,16,135,0,8,80034,7276,6551,19.99,168.68,0,10
352570,José Bonifácio,11,10,93,0,7,78917,7174,7275,12.67,117.85,0,8.87
355040,São Pedro,11,132,106,0,6,78112,7101,7091,168.99,135.7,0,7.68
350030,Aguaí,11,12,113,1,10,77968,7088,6564,15.39,144.93,1.28,12.83
355210,Socorro,11,15,42,0,12,77691,7063,6822,19.31,54.06,0,15.45
354400,Rio das Pedras,11,21,21,0,1,76195,6927,6532,27.56,27.56,0,1.31
350660,Biritiba Mirim,11,3,38,0,2,74178,6743,6103,4.04,51.23,0,2.7
351310,Cravinhos,11,15,11,0,0,74123,6738,6209,20.24,14.84,0,0
350860,Cachoeira Paulista,11,2,51,0,2,73480,6680,6402,2.72,69.41,0,2.72
350250,Aparecida,11,5,70,0,6,72945,6631,6001,6.85,95.96,0,8.23
352620,Juquitiba,11,16,30,0,3,72901,6627,5889,21.95,41.15,0,4.12
353190,Morro Agudo,11,31,19,0,1,72224,6566,5766,42.92,26.31,0,1.38
352030,Iguape,11,10,35,0,2,71047,6459,5796,14.08,49.26,0,2.82
351830,Guararema,11,6,64,0,4,70415,6401,6393,8.52,90.89,0,5.68
350520,Bariri,11,31,15,0,0,70241,6386,6064,44.13,21.36,0,0
354150,Presidente Venceslau,11,15,67,0,5,70163,6378,5826,21.38,95.49,0,7.13
354630,Santa Cruz das Palmeiras,11,21,33,0,4,68655,6241,5550,30.59,48.07,0,5.83
351220,Conchal,11,7,37,0,2,68603,6237,6202,10.2,53.93,0,2.92
350290,Araçoiaba da Serra,11,7,23,0,5,67961,6178,5776,10.3,33.84,0,7.36
353790,Pilar do Sul,11,10,12,1,6,67024,6093,5746,14.92,17.9,1.49,8.95
354660,Santa Fé do Sul,11,15,150,0,12,66865,6079,6567,22.43,224.33,0,17.95
351820,Guararapes,11,12,127,0,12,66419,6038,5718,18.07,191.21,0,18.07
351370,Descalvado,11,11,34,0,3,65979,5998,5684,16.67,51.53,0,4.55
351000,Cândido Mota,11,11,25,0,7,65421,5947,5526,16.81,38.21,0,10.7
350530,Barra Bonita,11,14,23,0,0,65098,5918,5443,21.51,35.33,0,0
353880,Piraju,11,14,50,0,2,64777,5889,5555,21.61,77.19,0,3.09
350010,Adamantina,11,53,8,0,0,64553,5868,5785,82.1,12.39,0,0
354220,Rancharia,11,37,95,0,10,64280,5844,5565,57.56,147.79,0,15.56
350270,Apiaí,11,11,59,0,7,63263,5751,5096,17.39,93.26,0,11.06
352180,Itaí,11,6,28,0,2,62438,5676,5471,9.61,44.84,0,3.2
352010,Igarapava,11,10,48,0,4,60609,5510,4941,16.5,79.2,0,6.6
350130,Álvares Machado,11,12,24,0,3,60592,5508,5731,19.8,39.61,0,4.95
351080,Casa Branca,11,5,113,0,9,60216,5474,5168,8.3,187.66,0,14.95
351410,Dois Córregos,11,48,8,0,1,59722,5429,4943,80.37,13.4,0,1.67
353460,Osvaldo Cruz,11,31,11,0,0,58526,5321,5168,52.97,18.8,0,0
352640,Laranjal Paulista,11,10,31,0,3,58137,5285,5118,17.2,53.32,0,5.16
354670,Santa Gertrudes,11,4,262,0,8,57928,5266,5042,6.91,452.29,0,13.81
350220,Angatuba,11,7,2,0,0,57343,5213,5086,12.21,3.49,0,0
355160,Serra Negra,11,15,40,0,1,57125,5193,5160,26.26,70.02,0,1.75
350800,Buri,11,6,28,1,3,57043,5186,4896,10.52,49.09,1.75,5.26
350940,Cajuru,11,37,4,0,0,56714,5156,4758,65.24,7.05,0,0
350275,Araçariguama,11,5,47,0,5,56322,5120,5085,8.88,83.45,0,8.88
355430,Teodoro Sampaio,11,56,61,0,4,56156,5105,4893,99.72,108.63,0,7.12
351240,Cordeirópolis,11,2,36,0,2,55526,5048,5115,3.6,64.83,0,3.6
353920,Pirapozinho,11,16,53,0,3,55275,5025,4855,28.95,95.88,0,5.43
350780,Brodowski,11,11,5,0,0,54983,4998,5134,20.01,9.09,0,0
353860,Piracaia,11,7,11,0,0,53950,4905,4532,12.97,20.39,0,0
350460,Bady Bassitt,11,8,131,0,4,53742,4886,6186,14.89,243.76,0,7.44
354800,Santo Antônio de Posse,11,5,19,0,0,53441,4858,4739,9.36,35.55,0,0
355380,Taquarituba,11,9,42,0,5,53289,4844,4589,16.89,78.82,0,9.38
355630,Valparaíso,11,11,103,0,13,53253,4841,4696,20.66,193.42,0,24.41
353740,Pereira Barreto,11,5,21,0,3,52981,4816,4382,9.44,39.64,0,5.66
350790,Brotas,11,16,61,0,4,52496,4772,4527,30.48,116.2,0,7.62
352000,Igaraçu do Tietê,11,16,29,0,1,52394,4763,4341,30.54,55.35,0,1.91
354300,Ribeirão Branco,11,7,19,0,2,52150,4741,4364,13.42,36.43,0,3.84
352990,Miracatu,11,14,34,0,5,52068,4733,4040,26.89,65.3,0,9.6
352920,Martinópolis,11,14,19,1,1,51985,4726,4516,26.93,36.55,1.92,1.92
350710,Bom Jesus dos Perdões,11,2,44,0,1,51961,4724,4533,3.85,84.68,0,1.92
355340,Tanabi,11,18,93,0,10,51816,4711,4797,34.74,179.48,0,19.3
354760,Santa Rosa de Viterbo,11,17,10,0,1,51148,4650,4250,33.24,19.55,0,1.96
351030,Capela do Alto,11,4,100,0,9,50284,4571,4695,7.95,198.87,0,17.9
353910,Pirapora do Bom Jesus,11,6,32,0,1,50202,4564,4454,11.95,63.74,0,1.99
352044,Ilha Solteira,11,20,41,0,4,49866,4533,4272,40.11,82.22,0,8.02
355330,Tambaú,11,12,17,0,1,49462,4497,4117,24.26,34.37,0,2.02
351515,Engenheiro Coelho,11,2,13,0,0,48218,4383,4387,4.15,26.96,0,0
351140,Cerqueira César,11,7,24,0,6,48123,4375,4362,14.55,49.87,0,12.47
353010,Mirandópolis,11,80,93,1,6,48117,4374,4024,166.26,193.28,2.08,12.47
352350,Itatinga,11,5,44,0,6,48019,4365,3893,10.41,91.63,0,12.5
352140,Iracemápolis,11,5,20,0,0,47991,4363,4243,10.42,41.67,0,0
350580,Bastos,11,11,74,0,9,47903,4355,4117,22.96,154.48,0,18.79
353580,Paranapanema,11,3,2,0,1,47733,4339,4271,6.28,4.19,0,2.09
354750,Santa Rita do Passa Quatro,11,13,4,0,0,47603,4328,3894,27.31,8.4,0,0
352970,Miguelópolis,11,7,1,0,0,47282,4298,3838,14.8,2.11,0,0
354075,Potim,11,1,76,0,5,47272,4297,4015,2.12,160.77,0,10.58
351770,Guará,11,2,7,0,1,47070,4279,3617,4.25,14.87,0,2.12
353620,Pariquera-Açu,11,16,41,0,2,47025,4275,3968,34.02,87.19,0,4.25
351360,Cunha,11,7,11,0,3,46517,4229,3959,15.05,23.65,0,6.45
351100,Castilho,11,20,57,0,6,46213,4201,4064,43.28,123.34,0,12.98
351750,Guapiaçu,11,7,87,0,10,45539,4140,4445,15.37,191.05,0,21.96
353140,Monte Aprazível,11,25,59,0,4,45416,4129,3916,55.05,129.91,0,8.81
352610,Juquiá,11,15,8,0,0,44872,4079,3502,33.43,17.83,0,0
352330,Itariri,11,4,14,0,2,43808,3983,3526,9.13,31.96,0,4.57
350115,Alumínio,11,3,11,0,1,43351,3941,3589,6.92,25.37,0,2.31
353300,Nova Granada,11,13,97,0,8,43222,3929,3822,30.08,224.42,0,18.51
351760,Guapiara,11,4,77,0,5,43016,3911,3433,9.3,179,0,11.62
352460,Jacupiranga,11,11,12,0,1,42923,3902,3433,25.63,27.96,0,2.33
354240,Regente Feijó,11,8,12,0,4,42832,3894,3791,18.68,28.02,0,9.34
352170,Itaberá,11,4,74,0,7,42765,3888,3618,9.35,173.04,0,16.37
354000,Pompéia,11,4,4,0,1,42737,3885,3689,9.36,9.36,0,2.34
351160,Cesário Lange,11,2,8,0,2,42535,3867,3899,4.7,18.81,0,4.7
353890,Pirajuí,11,12,20,0,1,41990,3817,3557,28.58,47.63,0,2.38
351490,Elias Fausto,11,3,14,0,1,41776,3798,3752,7.18,33.51,0,2.39
353530,Palmital,11,15,19,0,1,41171,3743,3317,36.43,46.15,0,2.43
354425,Rosana,11,32,84,0,10,40949,3723,3185,78.15,205.13,0,24.42
351200,Colina,11,7,21,0,0,40797,3709,3685,17.16,51.47,0,0
354090,Pradópolis,11,19,10,1,1,40706,3701,3265,46.68,24.57,2.46,2.46
352600,Junqueirópolis,11,16,28,0,2,40208,3655,3642,39.79,69.64,0,4.97
355680,Viradouro,11,4,23,0,1,40186,3653,3460,9.95,57.23,0,2.49
353560,Paraibuna,11,6,40,0,5,40081,3644,3432,14.97,99.8,0,12.47
353240,Nazaré Paulista,11,11,25,0,2,39698,3609,3605,27.71,62.98,0,5.04
352800,Macatuba,11,16,1,0,0,39599,3600,3397,40.41,2.53,0,0
350870,Caconde,11,12,70,0,11,38917,3538,3127,30.83,179.87,0,28.27
351480,Eldorado,11,11,24,0,3,38631,3512,3049,28.47,62.13,0,7.77
354080,Potirendaba,11,8,33,0,6,38369,3488,3728,20.85,86.01,0,15.64
353540,Panorama,11,6,11,0,0,38082,3462,3245,15.76,28.89,0,0
352740,Lucélia,11,12,10,0,0,37956,3451,3162,31.62,26.35,0,0
350880,Cafelândia,11,23,13,0,1,37630,3421,3302,61.12,34.55,0,2.66
354770,Santo Anastácio,11,14,9,0,0,37478,3407,3005,37.36,24.01,0,0
353700,Pedregulho,11,16,3,0,1,37150,3377,3062,43.07,8.08,0,2.69
354995,São Lourenço da Serra,11,5,33,1,2,37040,3367,3282,13.5,89.09,2.7,5.4
353150,Monte Azul Paulista,11,8,4,0,0,36910,3355,3051,21.67,10.84,0,0
354500,Salesópolis,11,6,25,0,2,36867,3352,2993,16.27,67.81,0,5.42
355395,Tarumã,11,2,8,0,1,36758,3342,3291,5.44,21.76,0,2.72
353020,Mirante do Paranapanema,11,16,67,0,7,36635,3330,2970,43.67,182.89,0,19.11
351170,Charqueada,11,37,27,0,1,36591,3326,3174,101.12,73.79,0,2.73
350100,Altinópolis,11,16,39,0,1,36442,3313,3333,43.91,107.02,0,2.74
351540,Fartura,11,1,5,0,0,36422,3311,3197,2.75,13.73,0,0
350810,Buritama,11,17,54,0,3,36040,3276,3186,47.17,149.83,0,8.32
351230,Conchas,11,7,12,0,1,35867,3261,2831,19.52,33.46,0,2.79
353630,Patrocínio Paulista,11,17,3,0,0,35550,3232,3156,47.82,8.44,0,0
355190,Severínia,11,9,68,0,3,35452,3223,2875,25.39,191.81,0,8.46
350050,Águas de Lindóia,11,13,28,0,4,35060,3187,2889,37.08,79.86,0,11.41
352280,Itaporanga,11,8,21,0,1,35022,3184,2784,22.84,59.96,0,2.86
355270,Tabatinga,11,15,3,0,0,34851,3168,3083,43.04,8.61,0,0
355180,Sete Barras,11,6,4,0,2,34835,3167,2818,17.22,11.48,0,5.74
352130,Ipuã,11,6,28,0,4,34100,3100,2812,17.6,82.11,0,11.73
352090,Ipaussu,11,4,4,0,1,33953,3087,2813,11.78,11.78,0,2.95
350670,Boa Esperança do Sul,11,10,0,0,0,33306,3028,2788,30.02,0,0,0
352290,Itapuí,11,7,37,0,1,33266,3024,3050,21.04,111.22,0,3.01
351905,Holambra,11,4,15,0,2,32435,2949,3117,12.33,46.25,0,6.17
352190,Itajobi,11,9,42,0,4,32360,2942,3188,27.81,129.79,0,12.36
353940,Piratininga,11,2,3,0,1,32138,2922,3136,6.22,9.33,0,3.11
354170,Quatá,11,16,22,0,3,31581,2871,2707,50.66,69.66,0,9.5
352360,Itirapina,11,0,16,0,1,31461,2860,2720,0,50.86,0,3.18
352760,Luís Antônio,11,5,5,0,1,31272,2843,2665,15.99,15.99,0,3.2
350990,Cananéia,11,11,8,0,0,31113,2828,2510,35.35,25.71,0,0
355300,Taguaí,11,6,11,0,0,30941,2813,2822,19.39,35.55,0,0
353820,Pinhalzinho,11,2,28,0,1,30855,2805,2716,6.48,90.75,0,3.24
353200,Morungaba,11,5,22,0,1,30747,2795,2829,16.26,71.55,0,3.25
354560,Santa Adélia,11,0,44,0,2,30345,2759,2498,0,145,0,6.59
354600,Santa Branca,11,4,17,0,1,30247,2750,2469,13.22,56.2,0,3.31
353810,Pindorama,11,1,36,0,0,29782,2707,2446,3.36,120.88,0,0
355090,São Simão,11,7,6,0,0,29631,2694,2264,23.62,20.25,0,0
355610,Valentim Gentil,11,8,29,0,2,29518,2683,2925,27.1,98.25,0,6.78
350740,Borborema,11,14,46,0,5,29341,2667,2403,47.71,156.78,0,17.04
355720,Chavantes,11,4,25,0,3,29293,2663,2493,13.66,85.34,0,10.24
352880,Maracaí,11,5,17,0,0,28672,2607,2418,17.44,59.29,0,0
353720,Pedro de Toledo,11,2,8,0,0,28601,2600,2366,6.99,27.97,0,0
351850,Guareí,11,2,13,0,0,28371,2579,2452,7.05,45.82,0,0
352550,Joanópolis,11,4,34,0,1,27881,2535,2471,14.35,121.95,0,3.59
351720,Guaiçara,11,3,14,0,3,27498,2500,2414,10.91,50.91,0,10.91
350420,Auriflama,11,6,17,0,2,27462,2497,2365,21.85,61.9,0,7.28
353850,Piquete,11,4,21,0,1,27202,2473,2118,14.7,77.2,0,3.68
354290,Ribeirão Bonito,11,20,7,1,1,27167,2470,2089,73.62,25.77,3.68,3.68
352042,Ilha Comprida,11,4,16,0,1,26536,2412,2516,15.07,60.3,0,3.77
350360,Areiópolis,11,3,9,0,0,26129,2375,2123,11.48,34.44,0,0
352980,Mineiros do Tietê,11,10,25,0,0,26100,2373,2106,38.31,95.79,0,0
354430,Roseira,11,0,55,0,6,25986,2362,2320,0,211.65,0,23.09
355600,Urupês,11,4,15,0,1,25740,2340,2347,15.54,58.28,0,3.89
350440,Avanhandava,11,9,34,0,1,25680,2335,2131,35.05,132.4,0,3.89
350680,Bocaina,11,19,2,0,0,25288,2299,2171,75.13,7.91,0,0
355730,Estiva Gerbi,11,0,10,0,0,25269,2297,2297,0,39.57,0,0
351600,Flórida Paulista,11,23,34,0,3,25071,2279,2086,91.74,135.61,0,11.97
353510,Palmares Paulista,11,2,35,0,1,24954,2269,1922,8.01,140.26,0,4.01
355510,Tupi Paulista,11,9,13,0,1,24918,2265,2359,36.12,52.17,0,4.01
355110,Sarapuí,11,2,3,0,0,24833,2258,2163,8.05,12.08,0,0
355360,Tapiratiba,11,9,11,0,0,24688,2244,2008,36.45,44.56,0,0
351940,Ibirá,11,10,46,0,1,24467,2224,2167,40.87,188.01,0,4.09
351450,Duartina,11,7,7,0,1,24456,2223,2100,28.62,28.62,0,4.09
353500,Palestina,11,10,72,1,7,24296,2209,2207,41.16,296.35,4.12,28.81
350690,Bofete,11,5,26,0,4,24132,2194,2023,20.72,107.74,0,16.58
353282,Nova Campina,11,2,5,0,0,24055,2187,1987,8.31,20.79,0,0
354490,Sales Oliveira,11,7,2,0,0,24040,2185,2115,29.12,8.32,0,0
351130,Cedral,11,10,40,0,3,24001,2182,2558,41.66,166.66,0,12.5
354860,São Bento do Sapucaí,11,2,29,0,5,23962,2178,2096,8.35,121.02,0,20.87
351790,Guaraci,11,6,18,0,0,23916,2174,1930,25.09,75.26,0,0
352020,Igaratá,11,2,17,0,3,23868,2170,2164,8.38,71.23,0,12.57
351070,Cardoso,11,14,43,0,1,23662,2151,1889,59.17,181.73,0,4.23
354190,Queluz,11,4,10,0,0,23595,2145,1858,16.95,42.38,0,0
355635,Vargem,11,5,13,0,2,23378,2125,2269,21.39,55.61,0,8.56
351910,Iacanga,11,5,13,0,2,23369,2124,2056,21.4,55.63,0,8.56
355140,Serra Azul,11,10,3,0,0,23286,2117,1890,42.94,12.88,0,0
354120,Presidente Bernardes,11,2,5,0,0,23255,2114,1963,8.6,21.5,0,0
350630,Bernardino de Campos,11,15,19,0,0,23143,2104,2027,64.81,82.1,0,0
355080,São Sebastião da Grama,11,3,33,0,4,23137,2103,1778,12.97,142.63,0,17.29
355260,Tabapuã,11,2,26,0,0,22994,2090,1898,8.7,113.07,0,0
353290,Nova Europa,11,8,11,0,0,22966,2088,1865,34.83,47.9,0,0
350490,Bananal,11,4,3,0,0,22801,2073,1860,17.54,13.16,0,0
354370,Rincão,11,9,24,0,1,22382,2035,1708,40.21,107.23,0,4.47
351400,Dobrada,11,6,8,0,0,22381,2035,1875,26.81,35.74,0,0
352860,Manduri,11,2,11,0,1,21684,1971,1886,9.22,50.73,0,4.61
355660,Vera Cruz,11,4,38,0,1,21680,1971,1786,18.45,175.28,0,4.61
353475,Ouroeste,11,7,87,1,6,21589,1963,2008,32.42,402.98,4.63,27.79
355350,Tapiraí,11,4,7,0,1,21558,1960,1751,18.55,32.47,0,4.64
353900,Pirangi,11,7,22,0,2,21425,1948,1922,32.67,102.68,0,9.33
353600,Parapuã,11,10,4,0,0,21178,1925,1792,47.22,18.89,0,0
351320,Cristais Paulista,11,11,9,0,1,21093,1918,1993,52.15,42.67,0,4.74
354950,São José da Bela Vista,11,12,4,0,0,21042,1913,1625,57.03,19.01,0,0
351690,General Salgado,11,4,36,0,3,20990,1908,1785,19.06,171.51,0,14.29
351900,Herculândia,11,3,3,0,0,20900,1900,1813,14.35,14.35,0,0
354540,Salto Grande,11,2,13,0,0,20839,1894,1770,9.6,62.38,0,0
351390,Divinolândia,11,5,8,1,1,20834,1894,1817,24,38.4,4.8,4.8
355560,Uchoa,11,3,71,0,1,20816,1892,1844,14.41,341.08,0,4.8
351535,Euclides da Cunha Paulista,11,6,33,0,5,20755,1887,1553,28.91,159,0,24.09
354050,Porangaba,11,0,10,0,4,20708,1883,1897,0,48.29,0,19.32
351460,Dumont,11,11,5,0,0,20607,1873,1846,53.38,24.26,0,0
354210,Rafard,11,0,5,0,1,20542,1867,1816,0,24.34,0,4.87
354420,Riolândia,11,6,25,2,4,20327,1848,1558,29.52,122.99,9.84,19.68
353750,Pereiras,11,2,19,0,1,20321,1847,1842,9.84,93.5,0,4.92
355000,São Luiz do Paraitinga,11,1,5,0,1,20296,1845,1689,4.93,24.64,0,4.93
351700,Getulina,11,5,7,0,2,19942,1813,1567,25.07,35.1,0,10.03
350540,Barra do Turvo,11,5,3,0,0,19751,1796,1492,25.32,15.19,0,0
353490,Pacaembu,11,4,8,0,0,19682,1789,1635,20.32,40.65,0,0
355470,Torrinha,11,9,15,0,1,19431,1766,1736,46.32,77.2,0,5.15
354380,Rinópolis,11,1,15,0,1,19216,1747,1584,5.2,78.06,0,5.2
353640,Paulicéia,11,3,17,0,4,19191,1745,1806,15.63,88.58,0,20.84
350930,Cajobi,11,7,14,0,0,19091,1736,1594,36.67,73.33,0,0
353480,Ouro Verde,11,10,2,0,0,19024,1729,1669,52.57,10.51,0,0
352660,Lavrinhas,11,3,19,0,0,18848,1713,1617,15.92,100.81,0,0
355690,Vista Alegre do Alto,11,3,2,0,0,18539,1685,1788,16.18,10.79,0,0
353260,Nhandeara,11,2,23,0,2,18491,1681,1548,10.82,124.38,0,10.82
354805,Santo Antônio do Aracanguá,11,10,2,0,1,18357,1669,1640,54.48,10.9,0,5.45
351885,Guatapará,11,9,11,0,1,18288,1663,1532,49.21,60.15,0,5.47
350480,Bálsamo,11,4,22,0,3,18142,1649,1690,22.05,121.27,0,16.54
355440,Terra Roxa,11,0,2,0,1,18138,1649,1427,0,11.03,0,5.51
351520,Estrela d'Oeste,11,3,28,0,2,18077,1643,1654,16.6,154.89,0,11.06
351190,Clementina,11,1,10,0,0,17905,1628,1491,5.59,55.85,0,0
355050,São Pedro do Turvo,11,1,11,0,2,17815,1620,1539,5.61,61.75,0,11.23
354325,Ribeirão Grande,11,4,4,0,0,17813,1619,1436,22.46,22.46,0,0
352380,Itobi,11,5,13,0,0,17540,1595,1537,28.51,74.12,0,0
355385,Taquarivaí,11,2,2,0,1,17443,1586,1640,11.47,11.47,0,5.73
354690,Santa Lúcia,11,3,13,0,0,17427,1584,1319,17.21,74.6,0,0
355580,Urânia,11,2,25,0,1,17410,1583,1488,11.49,143.6,0,5.74
354270,Restinga,11,10,19,0,2,17365,1579,1364,57.59,109.42,0,11.52
353250,Neves Paulista,11,5,25,0,2,17150,1559,1685,29.15,145.77,0,11.66
353610,Pardinho,11,3,38,0,2,16982,1544,1529,17.67,223.77,0,11.78
351990,Iepê,11,4,35,0,2,16809,1528,1416,23.8,208.22,0,11.9
351290,Cosmorama,11,14,20,0,1,16797,1527,1696,83.35,119.07,0,5.95
355230,Sud Mennucci,11,11,41,1,7,16692,1517,1428,65.9,245.63,5.99,41.94
350370,Ariranha,11,2,33,0,3,16582,1507,1250,12.06,199.01,0,18.09
350340,Arealva,11,7,0,0,0,16565,1506,1457,42.26,0,0,0
352450,Jaci,11,8,33,0,6,16505,1500,1676,48.47,199.94,0,36.35
353520,Palmeira d'Oeste,11,5,16,0,2,16390,1490,1321,30.51,97.62,0,12.2
353360,Nuporanga,11,5,0,0,0,16356,1487,1499,30.57,0,0,0
352110,Ipeúna,11,2,13,0,0,16321,1484,1409,12.25,79.65,0,0
351015,Canitar,11,3,9,0,2,16233,1476,1561,18.48,55.44,0,12.32
353660,Paulo de Faria,11,5,13,0,1,16211,1474,1235,30.84,80.19,0,6.17
351810,Guarantã,11,5,21,0,1,16207,1473,1354,30.85,129.57,0,6.17
351980,Icém,11,13,22,0,6,16154,1469,1279,80.48,136.19,0,37.14
350310,Arandu,11,3,6,0,0,16149,1468,1511,18.58,37.15,0,0
353120,Monte Alegre do Sul,11,0,25,0,5,16062,1460,1462,0,155.65,0,31.13
351430,Dourado,11,10,6,0,1,16042,1458,1285,62.34,37.4,0,6.23
351210,Colômbia,11,7,11,0,0,16017,1456,1462,43.7,68.68,0,0
352150,Irapuã,11,5,14,0,1,15975,1452,1308,31.3,87.64,0,6.26
355390,Tarabai,11,3,12,0,0,15869,1443,1326,18.9,75.62,0,0
350055,Águas de Santa Bárbara,11,1,5,0,1,15577,1416,1419,6.42,32.1,0,6.42
354515,Saltinho,11,17,7,1,2,15562,1415,1434,109.24,44.98,6.43,12.85
354820,Santo Antônio do Pinhal,11,0,12,0,1,15540,1413,1322,0,77.22,0,6.44
351120,Catiguá,11,0,13,0,0,15528,1412,1282,0,83.72,0,0
353230,Natividade da Serra,11,1,13,0,3,15440,1404,1360,6.48,84.2,0,19.43
354200,Quintana,11,1,3,0,0,15347,1395,1502,6.52,19.55,0,0
352700,Lindóia,11,4,12,0,1,15302,1391,1308,26.14,78.42,0,6.54
351925,Iaras,11,3,2,0,0,15167,1379,1314,19.78,13.19,0,0
351950,Ibirarema,11,2,3,0,0,14930,1357,1212,13.4,20.09,0,0
352370,Itirapuã,11,5,1,0,0,14900,1355,1245,33.56,6.71,0,0
350230,Anhembi,11,4,49,0,4,14848,1350,1216,26.94,330.01,0,26.94
354790,Santo Antônio da Alegria,11,5,6,0,1,14805,1346,1362,33.77,40.53,0,6.75
353420,Orindiúva,11,2,18,0,0,14780,1344,1289,13.53,121.79,0,0
355290,Taciba,11,6,9,0,1,14777,1343,1364,40.6,60.91,0,6.77
355200,Silveiras,11,4,3,0,0,14554,1323,1233,27.48,20.61,0,0
352810,Macaubal,11,2,14,0,2,14523,1320,1243,13.77,96.4,0,13.77
350075,Alambari,11,1,0,0,0,14508,1319,1300,6.89,0,0,0
352490,Jambeiro,11,0,8,0,0,14505,1319,1338,0,55.15,0,0
351780,Guaraçaí,11,12,8,0,2,14392,1308,1115,83.38,55.59,0,13.9
351470,Echaporã,11,1,25,0,1,14362,1306,1273,6.96,174.07,0,6.96
350040,Águas da Prata,11,1,17,0,1,14348,1304,1214,6.97,118.48,0,6.97
350510,Barbosa,11,12,17,0,2,14270,1297,1135,84.09,119.13,0,14.02
353280,Nova Aliança,11,11,35,0,1,14260,1296,1315,77.14,245.44,0,7.01
353220,Narandiba,11,7,16,0,1,14228,1293,1425,49.2,112.45,0,7.03
354350,Riversul,11,1,7,0,0,14215,1292,1161,7.03,49.24,0,0
352115,Ipiguá,11,5,56,0,8,14117,1283,1489,35.42,396.68,0,56.67
350640,Bilac,11,4,9,0,1,14070,1279,1300,28.43,63.97,0,7.11
355535,Ubarana,11,4,16,0,0,13979,1271,1155,28.61,114.46,0,0
350535,Barra do Chapéu,11,0,14,0,6,13904,1264,1138,0,100.69,0,43.15
354650,Santa Ernestina,11,3,12,0,0,13887,1262,1223,21.6,86.41,0,0
350945,Campina do Monte Alegre,11,2,0,0,0,13857,1260,1192,14.43,0,0,0
352420,Jaborandi,11,3,4,0,0,13851,1259,1096,21.66,28.88,0,0
354700,Santa Maria da Serra,11,39,12,0,0,13605,1237,1125,286.66,88.2,0,0
350995,Canas,11,0,6,0,0,13402,1218,1157,0,44.77,0,0
351660,Gália,11,3,18,0,0,13391,1217,1095,22.4,134.42,0,0
354480,Sales,11,1,3,0,1,13330,1212,1169,7.5,22.51,0,7.5
351920,Iacri,11,0,2,0,0,13263,1206,1105,0,15.08,0,0
351730,Guaimbê,11,1,22,0,0,13219,1202,1098,7.56,166.43,0,0
355495,Tuiuti,11,2,5,0,0,13213,1201,1189,15.14,37.84,0,0
355490,Três Fronteiras,11,1,26,0,4,13195,1200,1317,7.58,197.04,0,30.31
353680,Pedra Bela,11,3,9,0,0,13156,1196,1165,22.8,68.41,0,0
354105,Pratânia,11,3,7,0,1,12939,1176,1156,23.19,54.1,0,7.73
355550,Ubirajara,11,4,35,0,2,12856,1169,1204,31.11,272.25,0,15.56
354810,Santo Antônio do Jardim,11,2,6,0,2,12797,1163,1085,15.63,46.89,0,15.63
353570,Paraíso,11,1,36,0,1,12787,1162,1070,7.82,281.54,0,7.82
354250,Reginópolis,11,4,3,0,0,12653,1150,1075,31.61,23.71,0,0
354570,Santa Albertina,11,7,8,0,0,12593,1145,1231,55.59,63.53,0,0
353410,Oriente,11,2,16,0,2,12477,1134,1102,16.03,128.24,0,16.03
